Product Name,Short Description,Description,Price
Adresses emails Professions Libérales,228.425 adresses emails de professions libérales,"Les 228.425 adresses e-mails des professions libérales sont fournies sur un fichier Excel avec les colonnes NOM - ADRESSE - CODE POSTAL - VILLE - TELEPHONE - ADRESSE E-MAIL - ACTIVITE
Nous pouvons vous proposer l'achat d'une sélection du fichier sur un département ou une région. Le mieux est de vous rendre à la rubrique Contact et de nous envoyer votre demande. Nous vous répondrons par e-mail avec le comptage et devis correspondant.
Liste des adresses e-mails du package des professions libérales :
administrateurs judiciaires, agents generaux d'assurances, avocats, avocats au conseil d'etat et a la cour de cassation, avocats communautaires exercant sous leur titre d'origine, avocats inscrits a un barreau etranger, avocats specialistes en droit commercial, avocats specialistes en droit communautaire, avocats specialistes en droit de l'environnement, avocats specialistes en droit de la propriete intellectuelle, avocats specialistes en droit des mesures d'execution, avocats specialistes en droit des personnes, avocats specialistes en droit des relations internationales, avocats specialistes en droit des societes, avocats specialistes en droit economique, avocats specialistes en droit fiscal, avocats specialistes en droit immobilier, avocats specialistes en droit penal, avocats specialistes en droit public, avocats specialistes en droit rural, avocats specialistes en droit social, commissaires aux comptes, commissaires-priseurs judiciaires, dentistes : chirurgiens-dentistes et docteurs en chirurgie dentaire, dentistes : chirurgiens-dentistes qualifies orthopedie dento-faciale, expertise comptable, huissiers de justice, medecine : sante publique, medecine du travail, sante au travail, medecins : allergologie, medecins : anatomie et cytologie pathologiques, medecins : andrologie, medecins : anesthesiologie et reanimation chirurgicale, medecins : angeiologie, medecine vasculaire, medecins : biologie medicale, medecins : cancerologie, medecins : cancerologie, oncologie medicale, medecins : cardiologie, maladies vasculaires, medecins : chirurgie cardio-vasculaire et thoracique, medecins : chirurgie de la face et du cou, medecins : chirurgie de la main, medecins : chirurgie generale, medecins : chirurgie infantile, medecins : chirurgie maxillo-faciale, medecins : chirurgie orthopedique et traumatologie, medecins : chirurgie plastique reconstructrice et esthetique, medecins : chirurgie urologique, medecins : chirurgie vasculaire, medecins : chirurgie viscerale, medecins : dermatologie et venereologie, medecins : diabetologie-nutrition, medecins : echographie, medecins : endocrinologie et metabolisme, medecins : evaluation et traitement de la douleur, medecins : gastro-enterologie et hepatologie (appareil digestif), medecins : genetique medicale, medecins : geriatrie, gerontologie (maladies des personnes agees), medecins : gynecologie medicale, obstetrique, medecins : gynecologie-obstetrique, medecins : maladies du sang (hematologie), medecins : medecine aeronautique et spatiale, medecins : medecine et biologie du sport, medecins : medecine generale, medecins : medecine generale orientation acupuncture, medecins : medecine generale orientation homeopathie, medecins : medecine interne, medecins : medecine legale, pratique medico-judiciaire, medecins : medecine manuelle - osteopathie, medecins : medecine nucleaire, medecins : medecine physique et de readaptation, medecins : medecine thermale (hydrologie et climatologie medicales), medecins : medecine tropicale, pathologie infectieuse et tropicale, medecins : mesotherapie, medecins : nephrologie, medecins : neurochirurgie, medecins : neurologie, medecins : neuropsychiatrie, medecins : nutrition, medecins : oncologie, medecins : ophtalmologie, medecins : orthopedie dento-maxillo-faciale, medecins : oto-rhino-laryngologie, medecins : pathologie du sommeil et de la vigilance, medecins : pediatrie maladies des enfants, medecins : phoniatrie, medecins : pneumologie, medecins : psychiatrie, medecins : psychiatrie de l'enfant et de l'adolescent, medecins : radiologie (radiodiagnostic et imagerie medicale), medecins : radiotherapie (oncologie option radiotherapie), medecins : reanimation medicale, medecins : reproduction et gynecologie medicale, medecins : rhumatologie, medecins : sexologie, medecins : soins palliatifs et accompagnement, medecins : stomatologie, medecins : tabacologie et aide au sevrage, medecins : toxicomanie, alcoologie, addictologie, notaires, pharmacies, pharmaciens, podo-orthesistes, podologues : pedicures-podologues, prothesistes dentaires, psychanalystes, psychologues, psychomotriciens, psychotherapeutes, psychotherapeutes, geometres experts
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",600
Base d'adresses emails d'assurances,34.810 adresses emails d'assureurs et de sociétés d'assurance,"Les 34.810 adresses e-mails des sociétés d'assurance sont fournies sur un fichier Excel avec les colonnes NOM DE SOCIETE - ADRESSE - CODE POSTAL - VILLE - TELEPHONE - ADRESSE E-MAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",250
Adresses e-mails avocats et notaires,Base de 53.471 adresses emails des avocats et notaires,"Les 53.471 adresses e-mails des avocats et notaires sont fournies sur un fichier Excel avec les colonnes NOM - ADRESSE - CODE POSTAL - VILLE - TELEPHONE - ADRESSE E-MAIL - ACTVITE
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",400
Base d'adresses emails de comptables,27.071 adresses emails de comptables et commissaires aux comptes,"Les 27.071 adresses e-mails de comptables et commissaires aux comptes sont fournies sur un fichier Excel avec les colonnes NOM - ADRESSE - CODE POSTAL - VILLE - TELEPHONE - ADRESSE E-MAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",250
Base d'adresses emails d'huissiers,2.721 adresses emails d'huissiers,"Les 2.721 adresses e-mails des huissiers sont fournies sur un fichier Excel avec les colonnes NOM - ADRESSE - CODE POSTAL - VILLE - TELEPHONE - ADRESSE E-MAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",79
Base d'adresses emails de notaires,14.099 adresses emails de notaires,"Les 14.099 adresses e-mails des notaires sont fournies sur un fichier Excel avec les colonnes NOM - ADRESSE - CODE POSTAL - VILLE - TELEPHONE - ADRESSE E-MAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",175
Emails Assistance Judiciaire Juridique,71.063 adresses emails dans l'assistance judiciaire et juridique,"Les 71.063 adresses e-mails dans l'assistance judiciaire et juridique sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL - ACTIVITE - EMAIL
Liste des activités :
ACTUAIRES
ADMINISTRATEURS JUDICIAIRES
ASSISTANCE ADMINISTRATIVE A DOMICILE
ASSISTANCE ADMINISTRATIVE A DOMICILE
AVOCATS
AVOCATS AU CONSEIL D'ETAT ET A LA COUR DE CASSATION
AVOCATS COMMUNAUTAIRES EXERCANT SOUS LEUR TITRE D'ORIGINE
AVOCATS INSCRITS A UN BARREAU ETRANGER
AVOCATS SPECIALISTES EN DROIT COMMERCIAL
AVOCATS SPECIALISTES EN DROIT COMMUNAUTAIRE
AVOCATS SPECIALISTES EN DROIT DE LA PROPRIETE INTELLECTUELLE
AVOCATS SPECIALISTES EN DROIT DE L'ENVIRONNEMENT
AVOCATS SPECIALISTES EN DROIT DES MESURES D'EXECUTION
AVOCATS SPECIALISTES EN DROIT DES PERSONNES
AVOCATS SPECIALISTES EN DROIT DES RELATIONS INTERNATIONALES
AVOCATS SPECIALISTES EN DROIT DES SOCIETES
AVOCATS SPECIALISTES EN DROIT ECONOMIQUE
AVOCATS SPECIALISTES EN DROIT FISCAL
AVOCATS SPECIALISTES EN DROIT IMMOBILIER
AVOCATS SPECIALISTES EN DROIT PENAL
AVOCATS SPECIALISTES EN DROIT PUBLIC
AVOCATS SPECIALISTES EN DROIT RURAL
AVOCATS SPECIALISTES EN DROIT SOCIAL
DEMARCHES ADMINISTRATIVES (PRESTATAIRES)
EXPERTS AGREES PAR LE CONSEIL DES VENTES VOLONTAIRES DE MEUBLES AUX ENCHERES PUBLIQUES
HUISSIERS DE JUSTICE
MANDATAIRES JUDICIAIRES A LA LIQUIDATION DES ENTREPRISES
NOTAIRES
PROPRIETE INDUSTRIELLE : BREVETS D'INVENTION, MARQUES, MODELES, DESSINS
SYNDICATS DE SALARIES
SYNDICATS ET ORDRES PROFESSIONNELS
  Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",500
Adresses e-mails des avocats,Base de 39.442 adresses emails d'avocats,"Les 39.442 adresses e-mails des avocats sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL - ACTIVITE - EMAIL
  avocats
avocats au conseil d’état et a la cour de cassation
avocats communautaires exerçant sous leur titre d'origine
avocats inscrits a un barreau étranger
avocats spécialistes en droit commercial
avocats spécialistes en droit communautaire
avocats spécialistes en droit de la propriété intellectuelle
avocats spécialistes en droit de l'environnement
avocats spécialistes en droit des mesures d’exécution
avocats spécialistes en droit des personnes
avocats spécialistes en droit des relations internationales
avocats spécialistes en droit des sociétés
avocats spécialistes en droit économique
avocats spécialistes en droit fiscal
avocats spécialistes en droit immobilier
avocats spécialistes en droit pénal
avocats spécialistes en droit public
avocats spécialistes en droit rural
avocats spécialistes en droit social
  Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",300
Emails des gestionnaires de patrimoine,6.365 adresses emails de conseils en gestion de patrimoine,"Les 6.365 adresses e-mails des gestionnaires de patrimoine et de cabinets de conseils en gestion de patrimoine sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL - EMAIL.
Cette base d'adresses e-mails contient également les gérants de portefeuilles.
Autres intitulés de ce fichier d'adresses e-mails :
gestionnaire d'actif
asset manager
gestionnaire de portefeuille
gérant d'obligations
gérant de Sicav
gestionnaire de patrimoine
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",90
Base d'adresses emails des banques,20.282 adresses emails des banques,"Les 20.282 adresses e-mails des banques sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL - EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",150
Emails des experts agricoles fonciers,460 adresses emails des experts agricoles et fonciers,"Les 460 adresses e-mails des experts agricoles et fonciers sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL - EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",20
Emails experts en assurances,1.781 adresses emails des experts en assurances,"Les 1.781 adresses e-mails des experts en assurances sont fournies sur un fichier XLS avec les colonnes NOM DE SOCIETE - ADRESSE - CP - VILLE - TEL - EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",25
Adresses emails agences immobilières,61.074 adresses emails d'agences immobilières,"Les 61.074 adresses e-mails des agences immobilières sont fournies sur un fichier Excel avec les colonnes NOM - ADRESSE - CODE POSTAL - VILLE - TELEPHONE - ADRESSE E-MAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",300
Emails plombiers et chauffagistes,Base de 48.337 adresses emails des plombiers et des chauffagistes,"Les 48.337 adresses e-mails des plombiers et des chauffagistes sont fournies sur un fichier Excel avec les colonnes NOM - ADRESSE - CODE POSTAL - VILLE - TELEPHONE - ADRESSE E-MAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",450
Base d'adresses emails d'architectes,21.848 adresses emails uniques d'architectes,"Les 21.848 adresses e-mails d'architectes sont fournies sur un fichier Excel avec les colonnes NOM - ADRESSE - CODE POSTAL - VILLE - TELEPHONE - ADRESSE E-MAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",250
Adresses emails architectes d'intérieur,6.418 adresses emails d'architectes d'intérieur,"Les 6.418 adresses e-mails des architectes d'intérieur sont fournies sur un fichier Excel avec les colonnes NOM - ADRESSE - CODE POSTAL - VILLE - TELEPHONE - ADRESSE E-MAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",90
Base d'adresses emails de charpentiers,15.540 adresses emails d'entreprises de charpentes bois,"Les 15.540 adresses e-mails des entreprises de charpentes sont fournies sur un fichier Excel avec les colonnes NOM - ADRESSE - CODE POSTAL - VILLE - TELEPHONE - ADRESSE E-MAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",150
Base d'adresses emails d'ébénistes,5.605 adresses emails d'ébénistes et d'ébenesterie d'art,"Les 5.605 adresses e-mails des ébénistes et des artisans ébenesterie d'art sont fournies sur un fichier Excel avec les colonnes NOM - ADRESSE - CODE POSTAL - VILLE - TELEPHONE - ADRESSE E-MAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",79
Base des adresses e-mails des électriciens,Base de 39.818 adresses emails d'électriciens et d'entreprises d'éléctricité,"Les 39.818 adresses e-mails des électriciens et les adresses emails des entreprises d'électricité et entreprises d'électricité industrielle sont fournies sur un fichier Excel avec les colonnes NOM - ADRESSE - CODE POSTAL - VILLE - TELEPHONE - ADRESSE E-MAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",290
Adresses emails entreprises démolition,3.123 adresses emails d'entreprises de démolition,"Les 3.123 adresses e-mails des entreprises de démolition sont fournies sur un fichier Excel avec les colonnes NOM - ADRESSE - CODE POSTAL - VILLE - TELEPHONE - ADRESSE E-MAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",39
Adresses e-mails travaux isolation,23.952 adresses emails des entreprises de travaux d'isolation,"Les 23.952 adresses e-mails des entreprises de travaux d'isolation sont fournies sur un fichier Excel avec les colonnes NOM - ADRESSE - CODE POSTAL - VILLE - TELEPHONE - ADRESSE E-MAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",200
Base d'adresses emails de paysagistes,16.322 adresses emails de paysagistes,"Les 16.322 adresses e-mails des paysagistes sont fournies sur un fichier Excel avec les colonnes NOM - ADRESSE - CODE POSTAL - VILLE - TELEPHONE - ADRESSE E-MAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",200
Base d'adresses emails de piscinistes,6.952 adresses emails de piscinistes,"Les 6.952 adresses e-mails des sociétés de construction et d'entretien de piscines sont fournies sur un fichier Excel avec les colonnes NOM - ADRESSE - CODE POSTAL - VILLE - TELEPHONE - ADRESSE E-MAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",90
Base d'adresses emails de plombiers,31.483 adresses emails de plombiers,"Les 31.483 adresses e-mails des plombiers et entreprises de plomberie sont fournies sur un fichier Excel avec les colonnes NOM - ADRESSE - CODE POSTAL - VILLE - TELEPHONE - ADRESSE E-MAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",290
Adresses emails syndics copropriétés,10.670 adresses emails des administrateurs de biens et des syndics de copropriétés,"Les 10.670 adresses e-mails des administrateurs de biens et des syndics de copropriétés sont fournies sur un fichier Excel avec les colonnes NOM - ADRESSE - CODE POSTAL - VILLE - TELEPHONE - ADRESSE E-MAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",120
